#TIC ID,CTOI,MASTER,SG1A,SG1B,SG2,SG3,SG4,SG5,User Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM RA (mas/yr),Midpoint (BJD),Midpoint err,Period (days),Period (days) Error,Depth mmag,Depth mmag Error,Depth ppm,Depth ppm Error,Duration (hrs),Duration (hrs) Error,Inclination (deg),Inclination (deg) Error,Impact Param,Impact Param Error,Rad_p/Rad_s,Rad_p/Rad_s Error,a/Rad_s,a/Rad_s Error,Radius (R_Earth),Radius (R_Earth) Error,Mass (M_Earth),Mass (M_Earth) Error,Insolation (Earth Flux),Insolation (Earth Flux) Error,Equilibrium Temp (K),Equilibrium Temp (K) Error,Fitted Stellar Density (g/cm^3),Fitted Stellar Density (g/cm^3) Error,Semi-Major Axis (AU),Semi-Major Axis (AU) Error,Eccentricity,Eccentricity (Error),Arg of Periastron,Arg of Periastron Error,Time of Periastron (BJD),Time of Periastron (BJD) Error,Velocity Semi-amp (m/s),Velocity Semi-amp (m/s) Error,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,CTOI lastmod,User,Group,Tag,Notes
124852105,124852105.01,,,,,,,,PC,,12.168,0.007,94.94077,-30.886696,8.078,0.083,-7.315,0.1,2458468.1706,.0004,0.26962,0.00001,10.071168,,9233,,0.057,0.001,42.76,5.28,.82,.02,.102,.005,1.11,.06,16.95,1.7,,,,,,,.36,.08,,,,,,,,,,,586.168,18.1235,5848,122.463,4.09835,.0784992,1.52235,.0823568,2020-08-10 07:20:18,montalto,,29441,"new CTOI, Montalto et al. (2020)"
125192758,125192758.01,5,5,5,5,5,5,5,PC,FP,14.1452,0.011,105.394824,-8.816844,-0.83,0.057,-0.357,0.053,2458492.689092073,.005194524535909295,1.7306882364130334,0.0006749908248124825,35.612336,21.505482,32268.08100739372,19612.40559358689,2.6864943661050957,0.6575725647618619,72.73502181723704,6.471461416425677,.989376392541696,.4619497044016473,.1796331845940324,.0772021329018234,3.33357697194692,.9772137114419448,29.24658979244059,8.773976937732176,,,,,,,,,,,,,,,,,,,1100.46,47.425,5384,123,4.05864,,1.49265,,2019-11-01 06:09:23,bouma,tfopwg,5723,"Giant PC in M50, 100Myr star; rot variable. Parallax a tad low, but within CG18's M50 members.  (CDIPS; Bouma+19)"
126098688,126098688.01,,,,,,,,PC,,9.2081,0.006,56.286658,32.976883,50.785,0.078,-36.06,0.047,2458795.63045,,5.913825,0.007519,0.682057,0.205224,628,189,3.586,0.246,,,,,,,,,2.52,.41,,,208.4,,961,,,,.063,,,,,,,,,,86.3434,.34145,5595.55,118.019,4.49621,.0766822,.930564,.0444623,2020-01-02 18:15:31,damboiu,,8516,"Signal displays possible TTVs"
126945917,126945917.01,,,,,,,,PC,,9.1063,0.006,318.732623,-43.395502,44.059,0.081,-12.722,0.072,2458325.6218,,1.347917,,2225.344165,,871215.874271156,,6.66666666666667,,,,,,,,,,73.6053970136627,,,,,,,,,,,,,,,,,,,,310.176,5.5135,7580,145.012,3.98548,.083325,2.23383,.085402,2019-05-25 09:17:28,lipponen,,3787,"sector1"
126945917,126945917.02,,,,,,,,PC,,9.1063,0.006,318.732623,-43.395502,44.059,0.081,-12.722,0.072,2458326.2885,,1.342361,,1117.184164,,642623.21768236,,5.03333333333333,,,,,,,,,,122.614451487989,,,,,,,,,,,,,,,,,,,,310.176,5.5135,7580,145.012,3.98548,.083325,2.23383,.085402,2019-05-25 09:17:28,lipponen,,3787,"sector1"
128703021,128703021.01,,,,,,,,PC,,5.5859,0.006,219.793951,-46.585398,-198.202,0.122,-214.385,0.08,2458601.85,,0,,0.651637,0.217169,600,200,7.2,2,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,,34.0141,.06055,6281.14,103.866,4.12175,.07672,1.59629,.0630025,2020-03-06 02:04:31,eisner,tfopwg,17977,"Planet Hunters TESS candidate. Single transit event."
129268651,129268651.01,,,,,,,,PC,,13.8728,0.007,118.767185,-28.829894,-119.149,0.074,-31.476,0.082,2458526.25411,.00272,5.965288,0.001875,0.000109,,0.1,0,0.087,0.009,90.21,.99,-.098,.468,.2175,.0121,27,2.7,5.41,.34,,,4.3,.4,400.9,8.5,,,.0373,.0002,0,0,,,,,,,56.9275,.15745,3380,157,5.01784,.0181984,.227887,.00687227,2019-06-10 08:56:06,cloutier,,4047,"new CTOI from ORION (https://arxiv.org/abs/1812.08145)"
130469151,130469151.01,,,,,,,,PC,,12.3078,0.006,104.830063,-47.759125,-2.209,0.042,10.659,0.041,2458468.3008,.0032,2.40296,0.00018,5.875588,,5397,,0.078,0.006,78.06,1.41,.97,.12,.082,.074,4.7,.65,16.31,15.58,,,,,,,.34,.17,,,,,,,,,,,794.86,13.2115,6258,137.701,4.00327,.0848527,1.82212,.0862513,2020-08-10 07:20:18,montalto,,29482,"new CTOI, Montalto et al. (2020)"
130613275,130613275.01,,,,,,,,PC,,10.7657,0.006,105.825266,-42.068667,-14.054,0.043,23.395,0.042,2458484.85,.0044,8.47684,0.00205,6.767814,,6214,,0.13,0.005,84.91,.38,.95,.02,.082,.019,10.72,.78,25.41,7.18,,,,,,,.32,.12,,,,,,,,,,,641.453,9.694,6416,133.424,3.64275,.0890983,2.83761,.129513,2020-08-10 07:20:18,montalto,,29341,"new CTOI, Montalto et al. (2020)"
133260600,133260600.01,,,,,,,,PC,,13.8454,0.006,120.814147,-37.278252,-9.303,0.038,5.619,0.039,2458518.47746052,.00119558,1.42374409,0.00012496,167.294594,43.587032,142800,39350,2.47,0.136,79.9,1.6,.855,.139,.37789,.07364,4.87,.18,43.72,13.12,,,,,,,,,,,,,,,,,,,488.274,5.551,4687,122,4.26195,,1.0607,,2020-01-03 11:21:12,bouma,tfopwg,8521,"Probably EB, else HJ in Vela OB2 pop2 (<50Myr, CG19)."
133323306,133323306.01,,,,,,,,PC,,11.9726,0.007,149.572288,-49.941819,-10.224,0.057,5.704,0.044,2458558.32394991,.00508751,1.09506063,0.00044528,3.098766,0.217169,2850,200,2.631,0.615,81.2,8,.473,.431,.0534,.00262,3.08,.57,12.55,.85,,,,,,,,,,,,,,,,,,,922.908,25.9115,7330,136.4,3.99106,.0840126,2.15555,.101249,2020-01-03 11:21:12,bouma,tfopwg,8521,"Cand 1.1d HJ, Theia 988 (~500Myr; KC19). Short period rotn(?) signal too. Multisector."
134528212,134528212.01,,,,,,,,PC,,13.7025,0.006,122.413793,-37.371099,4.079,2.85,-4.126,2.85,2458492.259666701,.002742790617048741,1.6052396275434235,0.0003335330681822901,14.927555,7.269424,13654.703335187733,6673.022969491445,1.8457391282985087,0.5692965005768077,84.06739597190902,6.483996954097486,.6361707641387302,.7197943383026958,.11685334113831633,.040380016067797134,6.154989047226482,1.8888896131291664,15.573008369147153,7.126463721774588,,,,,,,,,,,,,,,,,,,705.238,,,,,,,,2019-09-18 09:12:28,bouma,tfopwg,5724,"Cand HJ, Dias14 says in NGC2546. Occ depth implies likely EB. Star is 2sigma off in parallax & PMs. (CDIPS; Bouma+19)"
134549022,134549022.01,,,,,,,,PC,,11.5649,0.006,108.622439,-43.463984,-1.545,0.032,-11.122,0.034,2458483.8245,.0006,11.53405,0.00019,19.536655,,17833,,0.119,0.005,87.43,.22,.93,.08,.149,.055,20.72,1.51,16.8,6.91,,,,,,,1.27,.38,,,,,,,,,,,318.085,1.8175,6144,128.872,4.47777,.0799813,1.03333,.0465452,2020-08-10 07:20:18,montalto,,29472,"new CTOI, Montalto et al. (2020)"
135036669,135036669.01,,,,,,,,PC,,15.709,0.008,150.273202,-52.435796,-22.692,0.15,7.371,0.147,2458544.62803991,.00321066,0.91122495,0.00019845,66.51065,2.739508,59420,2520,3.172,0.488,81.9,5.9,.382,.279,.24377,.0073,2.72,.28,7.31,.32,,,,,,,,,,,,,,,,,,,131.444,1.554,2999,157,4.95462,.00770906,.274907,.008943101,2020-01-03 11:21:12,bouma,tfopwg,8521,"Cand super-Neptune; IC2602 (30Myr; KC19). PMS M dwarf. Faint."
135050395,135050395.01,,,,,,,,PC,,9.5765,0.006,184.83703,-39.857046,-108.735,0.049,14.018,0.023,2458567.7233,.0002,6.76012,0.00009,23.12756,,21076,,0.104,0.003,87.67,.18,.73,.02,.145,.003,18.07,.8,13.27,.97,,,,,,,2.44,.41,,,,,,,,,,,85.3758,.28485,5371,127.157,4.56036,.0826891,.837717,.0461558,2020-08-10 07:20:18,montalto,,29339,"new CTOI, Montalto et al. (2020)"
135145585,135145585.01,,,,,,,,PC,,11.5092,0.006,185.408019,-41.19529,-33.177,0.047,2.524,0.021,2458569.6934,.002,1.51001,0.00018,4.493376,,4130,,0.057,0.004,76,2.09,.95,.02,.054,.008,3.91,.7,8.08,1.7,,,,,,,.5,.28,,,,,,,,,,,351.789,4.35,5617,134.309,4.16023,.0815578,1.37005,.0731256,2020-08-10 07:20:18,montalto,,29469,"new CTOI, Montalto et al. (2020)"
135243705,135243705.01,,,,,,,,PC,,11.7929,0.006,186.194809,-39.834994,21.116,0.058,-21.952,0.049,2458569.4646,.005,2.65883,0.00088,9.52557,,8735,,0.213,0.009,81.23,1.82,.56,.09,.082,.008,3.67,.23,12.26,1.7,,,,,,,.13,.04,,,,,,,,,,,467.814,9.404,6138,128.798,4.22968,.08165,1.36906,.0641608,2020-08-10 07:20:18,montalto,,29463,"new CTOI, Montalto et al. (2020)"
135268489,135268489.01,,,,,,,,PC,,10.6853,0.006,244.156629,19.891044,0.776,0.157,2.106,0.15,2459007.496,.005,3.702,0.005,19.721281,0.543004,18000,500,4.57,,,,,,.134,.002,,,20.7,.3,,,,,,,,,.0483,.0022,,,,,,,,,289.684,9.4415,6054,121.037,4.18939,.0831774,1.41415,.0774799,2020-07-27 17:01:03,deen,,28732,"6 transits. star variable with similar period (3.83 days)"
135367053,135367053.01,,,,,,,,PC,,11.2768,0.006,186.886197,-38.48707,0.545,0.068,-1.253,0.107,2458568.7355,.0072,2.7575,0.00127,4.204501,,3865,,0.171,0.011,84.94,2.12,.43,.16,.05,.007,4.9,.27,9.36,1.88,,,,,,,.29,.1,,,,,,,,,,,493.258,14.6295,6399,142.799,4.07689,.0874579,1.71473,.0968745,2020-08-10 07:20:18,montalto,,29459,"new CTOI, Montalto et al. (2020)"
136886352,136886352.01,,,,,,,,PC,,10.9402,0.008,356.975901,-13.36126,3.865,0.075,-8.402,0.064,2458354.9065,.0014,2.72234,0.00023,5.306999,,4876,,0.065,0.006,82.91,1.28,.92,.06,.077,.018,7.46,1.69,14.59,4.05,,,,,,,1.06,.69,,,,,,,,,,,457.179,11.05,6566,126.102,4.09233,.0889927,1.73635,.0859296,2020-08-10 07:20:18,montalto,,29316,"new CTOI, Montalto et al. (2020)"
137205922,137205922.01,,,,,,,,PC,,10.595,0.014,31.201836,77.735365,-3.493,0.039,3.554,0.045,2459006.21,.005,3.30029,,8.666096,0.054288,7950,50,7.6,,,,,,.0892,.0028,,,29.034,.091,,,,,,,,,.0589,.0027,,,,,,,,,761.436,14.375,9773,248.725,3.88698,.0676012,2.98203,.091294,2020-07-27 17:30:07,deen,,28733,"V/U-shaped graze but no secondary. Coincides with stellar variability"
138941853,138941853.01,,,,,,,,PC,,11.5716,0.009,83.171748,1.86095,2.442,0.088,-14.776,0.074,2458464.0543,.0014,11.59019,,10.097469,,9257,,0.158,0.008,86.14,.28,.93,.04,.095,.018,13.73,1,20,4.93,,,,,,,.36,.14,,,,,,,,,,,596,16.335,6268,127.953,3.95395,.0891319,1.92857,.103397,2020-08-10 07:20:18,montalto,,29363,"new CTOI, Montalto et al. (2020)"
139423295,139423295.01,,,,,,,,PC,,10.1733,0.006,80.570158,-19.056338,6.329,0.047,5.339,0.056,2458435.9926,.0011,10.53677,0.00036,4.461759,,4101,,0.125,0.005,85.94,.26,.95,.08,.08,.029,13.5,.84,15.59,6.44,,,,,,,.42,.13,,,,,,,,,,,301.782,2.8005,6209,127.124,4.01174,.0834567,1.78511,.0809725,2020-08-10 07:20:18,montalto,,29319,"new CTOI, Montalto et al. (2020)"
139444326,139444326.01,,,,,,,,PC,,11.526,0.007,80.731186,-21.955687,0.895,0.164,4.517,0.192,2458437.1697,.0049,3.5269,0.00056,1.773369,,1632,,0.12,0.01,85.66,1.22,.6,.12,.033,.008,7.91,.7,5.68,1.73,,,,,,,.75,.4,,,,,,,,,,,441.989,25.881,5817,126.428,4.06381,.0897093,1.57661,.118718,2020-08-10 07:20:18,montalto,,29412,"new CTOI, Montalto et al. (2020)"
139468902,139468902.01,,,,,,,,PC,,6.9729,0.006,337.565787,-42.291071,31.374,0.057,-0.359,0.07,2458325.6366,,0.4645833,,1.001979,,922.431003625155,,3.96666666666667,,,,,,,,,,8.42035525379225,,,,,,,,,,,,,,,,,,,,151.151,1.0555,10536,253.483,4.25706,.0622919,2.03136,.0527513,2019-08-02 00:39:26,lipponen,,5065,"sector1"
139468902,139468902.02,,,,,,,,PC,,6.9729,0.006,337.565787,-42.291071,31.374,0.057,-0.359,0.07,2458325.8658,,0.4569444,,0.174322,,160.543413750362,,2.26666666666667,,,,,,,,,,3.51285089007849,,,,,,,,,,,,,,,,,,,,151.151,1.0555,10536,253.483,4.25706,.0622919,2.03136,.0527513,2019-08-02 00:39:26,lipponen,,5065,"sector1"
139825840,139825840.01,,,,,,,,PC,,5.64,0.006,324.998709,-52.358977,-17.624,0.288,5.887,0.273,2458328.538,,7.668056,,3230.198976,,948958.854825671,,11.7666666666667,,,,,,,,,,247.800035173012,,,,,,,,,,,,,,,,,,,,193.947,5.67,5986,122,,,9.70276,,2019-05-25 09:17:28,lipponen,,3787,"sector1"
139825840,139825840.02,,,,,,,,PC,,5.64,0.006,324.998709,-52.358977,-17.624,0.288,5.887,0.273,2458332.363,,7.701389,,3539.417436,,961608.681686904,,12.5,,,,,,,,,,214.910518304246,,,,,,,,,,,,,,,,,,,,193.947,5.67,5986,122,,,9.70276,,2019-05-25 09:17:28,lipponen,,3787,"sector1"
139877968,139877968.01,,,,,,,,PC,,12.1679,0.006,326.341174,-48.133805,50.245,0.051,-15.682,0.044,2458314.8204,.0015,18.61544,,11.606449,,10633,,0.16,0.009,87.67,.19,.93,.07,.121,.044,22.96,1.55,13.14,5.49,,,,,,,.66,.2,,,,,,,,,,,356.061,4.274,5654.49,119.513,4.44287,.0811286,.994488,.0520703,2020-08-10 07:20:18,montalto,,29485,"new CTOI, Montalto et al. (2020)"
140284423,140284423.01,,,,,,,,PC,,12.3964,0.006,85.363652,-34.650094,1.65,0.039,-5.557,0.046,2458429.2252,.0013,9.43935,0.00033,2.503334,,2303,,0.135,0.016,86.31,.83,.87,.02,.065,.019,13.55,3.98,18.5,6.39,,,,,,,.53,.77,,,,,,,,,,,1196.81,35.025,6117,133.337,3.66652,.0850459,2.6069,.140699,2020-08-10 07:20:18,montalto,,29451,"new CTOI, Montalto et al. (2020)"
140659980,140659980.01,,,,,,,,PC,,8.984901,0.006,72.473479,-72.4627,8.85,0.249,-18.881,0.299,2458328.2744,,9.441667,,3343.066778,,953998.362753968,,3.73333333333333,,,,,,,,,,48.9076011158784,,,,,,,,,,,,,,,,,,,,148.437,3.4825,5642.4,120.574,3.84857,.0827912,1.97128,.112251,2019-06-06 03:40:31,lipponen,,3787,"sector1"
140659980,140659980.02,,,,,,,,PC,,8.984901,0.006,72.473479,-72.4627,8.85,0.249,-18.881,0.299,2458332.7438,,9.4375,,3863.672753,,971520.595854139,,4.5,,,,,,,,,,38.4817812344671,,,,,,,,,,,,,,,,,,,,148.437,3.4825,5642.4,120.574,3.84857,.0827912,1.97128,.112251,2019-06-06 03:40:31,lipponen,,3787,"sector1"
140736015,140736015.01,,,,,,,,PC,,10.2518,0.015,73.979992,76.018453,-0.798,0.038,-2.628,0.043,2459008.74,.01,7.3135,,25.041354,0.543004,22800,500,3.34,,,,,,.151,.0017,,,39.15,.43,,,,,,,,,.0829,.005,,,,,,,,,426.35,4.106,6701,154.416,3.83925,.0947222,2.37438,.105588,2020-07-27 18:31:50,deen,,28734,"V-shaped grazing transit, no secondary"
140978827,140978827.01,,,,,,,,PC,,13.5826,0.007,128.743278,-43.26983,-8.666,0.032,8.753,0.032,2458549.49441447,.00122618,8.2994967,0.00097262,54.605793,4.057368,49050,3730,2.174,0.298,88.8,.7,.629,.368,.22148,.0119,30.54,5.08,23.01,6.9,,,,,,,,,,,,,,,,,,,717.829,10.099,7672,122,4.73565,,.952456,,2020-01-03 11:21:12,bouma,tfopwg,8521,"Cand WJ, BH 34 (70Myr; KC19). Quite deep. (Maybe EB)."
141268467,141268467.01,,,,,,,,PC,,7.7088,0.006,82.513908,-76.248677,34.769,0.048,7.278,0.05,2458326.4592,,4.180556,,880.249529,,555470.907963205,,5.23333333333333,,,,,,,,,,140.325634230608,,,,,,,,,,,,,,,,,,,,103.385,.2655,6235,129.514,3.96438,.0855841,1.89774,.0874774,2019-05-25 09:17:28,lipponen,,3787,"sector1"
141268467,141268467.02,,,,,,,,PC,,7.7088,0.006,82.513908,-76.248677,34.769,0.048,7.278,0.05,2458328.555,,4.175,,837.010845,,537410.615908896,,5.3,,,,,,,,,,143.365889192342,,,,,,,,,,,,,,,,,,,,103.385,.2655,6235,129.514,3.96438,.0855841,1.89774,.0874774,2019-05-25 09:17:28,lipponen,,3787,"sector1"
141307678,141307678.01,,,,,,,,PC,,11.1534,0.008,45.247549,-9.5987,42.522,0.077,-9.387,0.097,2458400.1905,.0006,15.89097,,13.959638,,12775,,0.185,0.004,87.89,.1,.8,.01,.119,.004,21.59,.58,22.79,2.01,,,,,,,.75,.07,,,,,,,,,,,412.701,8.5,5856,126.411,3.97515,.078649,1.75434,.0896532,2020-08-10 07:20:18,montalto,,29384,"new CTOI, Montalto et al. (2020)"
141622065,141622065.01,,,,,,,,PC,,9.7993,0.006,89.228761,-73.342553,1.301,0.039,20.042,0.042,2458326.2894,,2.952083,,2069.318393,,851313.121939464,,5.3,,,,,,,,,,60.0093161304443,,,,,,,,,,,,,,,,,,,,529.022,6.0225,6640.1,112.697,3.46823,.0911074,3.61396,.155,2019-06-06 03:40:31,lipponen,,3787,"sector1"
141622065,141622065.02,,,,,,,,PC,,9.7993,0.006,89.228761,-73.342553,1.301,0.039,20.042,0.042,2458330.6977,,3.000694,,1901.806468,,826508.815289122,,6.5,,,,,,,,,,64.8217964112059,,,,,,,,,,,,,,,,,,,,529.022,6.0225,6640.1,112.697,3.46823,.0911074,3.61396,.155,2019-06-06 03:40:31,lipponen,,3787,"sector1"
141708335,141708335.01,,,,,,,,PC,,12.055,0.007,90.457282,-77.299522,-12.543,0.056,-161.781,0.073,2458352.46295,.00237,4.761678,0.000568,,,0,0,0.1,0.007,90.14,1.42,-.038,.393,.0443,.0016,15.9,1,2.05,.1,,,10.5,.9,501.5,10.6,,,.043,.0001,0,0,,,,,,,48.7639,.1019,3325,157,4.805,.0048158,.423791,.0126415,2019-06-10 08:31:44,cloutier,,4044,"new CTOI from ORION (https://arxiv.org/abs/1812.08145)"
141770592,141770592.01,,,,,,,,PC,,9.769301,0.006,92.099745,-77.653434,-3.771,0.047,19.196,0.048,2458320.8563,.0035,12.12471,0.00019,1.302579,,1199,,0.199,0.008,82.16,.55,.97,.01,.036,.007,7.11,.58,11.69,2.86,,,,,,,.05,.02,,,,,,,,,,,393.331,3.998,6200,129.846,3.56705,.08013,2.97358,.130136,2020-08-10 07:20:18,montalto,,29357,"new CTOI, Montalto et al. (2020)"
141809359,141809359.01,,,,,,,,PC,,11.3725,0.006,92.642723,-73.786636,-1.612,0.036,-4.822,0.043,2458328.0977,,12.14861,,40.293009,,36431.0509423523,,3.86666666666667,,,,,,,,,,16.1652683042187,,,,,,,,,,,,,,,,,,,,983.334,19.8135,4707,122,,,6.30857,,2019-06-22 00:19:17,lipponen,,3787,"sector1"
141809359,141809359.02,,,,,,,,PC,,11.3725,0.006,92.642723,-73.786636,-1.612,0.036,-4.822,0.043,2458335.9615,,12.16111,,11.89912,,10899.6577431383,,3.86666666666667,,,,,,,,,,8.84206082046754,,,,,,,,,,,,,,,,,,,,983.334,19.8135,4707,122,,,6.30857,,2019-06-22 00:19:17,lipponen,,3787,"sector1"
141943694,141943694.01,,,,,,,,PC,,11.3597,0.006,95.431298,-75.657206,-2.538,0.037,10.174,0.047,2458598.089,,1.8362720000000001,,2.852172,,2623.5,,1.2,,,,,,.05038043925,,,,12.83816744,,,,,,,,,,,,,,,,,,,,1006.1,22.731,8656,159.417,4.05356,.0715812,2.29342,.0811608,2019-06-21 22:58:50,galgano,,4210,"vetted with DAVE (https://arxiv.org/abs/1901.07459)"
141979734,141979734.01,,,,,,,,PC,,12.2724,0.006,96.452311,-73.066492,-3.39,0.039,12.341,0.046,2458317.4945,.0037,24.53272,0.00043,3.819817,,3512,,0.108,0.009,87.84,.28,1.01,.13,.08,.13,26.9,4.59,19.48,32.64,,,,,,,.61,.38,,,,,,,,,,,987.05,22.7085,6420,131.576,3.85221,.0901063,2.2296,.114349,2020-08-10 07:20:18,montalto,,29534,"new CTOI, Montalto et al. (2020)"
142087638,142087638.01,,,,,,,,PC,,11.1464,0.006,98.442149,-74.190098,-14.483,0.04,5.89,0.051,2458512.17,.01,0,0,2.717739,0.543004,2500,500,2.55,1,,,,,,,,,5.8,1,,,,,,,,,,,,,,,,,,,295.737,2.154,6142,132.18,4.35874,.0831648,1.18003,.0538191,2020-05-22 07:31:03,eisner,,19244,"PHT candidate. Single transit event."
142276270,142276270.05,,,,,,,,PC,,8.9361,0.006,192.184898,64.855276,0.937,0.039,-10.171,0.034,2458684.274321,,4.172285,,,,,,2.766624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.5362,.158,5767,127.443,4.47047,.076629,.977727,.0483517,2020-04-11 06:04:06,holstkristiansen,,18700,"No transit-overlaps with candidates 01-04. See PF in *Files*"
142305141,142305141.01,,,,,,,,PC,,13.542,0.007,41.148596,-42.451168,126.236,0.058,54.634,0.068,2458382.3244,.0016,1.96047,0.00019,51.005019,,45891,,0.062,0.002,83.73,.52,.93,.11,.248,.093,8.47,.35,13.81,7.39,,,,,,,2.99,.51,,,,,,,,,,,131.286,.7525,3399,157,4.72827,.00852641,.510446,.0152178,2020-08-10 07:20:18,montalto,,29475,"new CTOI, Montalto et al. (2020)"
143114211,143114211.01,,,,,,,,PC,,9.92444,0.006,257.019712,17.959664,-354.442,0.192,-191.619,0.227,2459001.416,.004,13.29,0.01,2.391251,0.217169,2200,200,1.22,,,,,,.0469,.0021,,,3.8,.2,,,,,,,,,.1141,.0055,,,,,,,,,108.617,1.8975,6042,140.973,4.73791,.0846572,.750357,.0366081,2020-07-27 20:42:48,deen,,28735,"2 V-shaped grazing transits"
143257768,143257768.01,,,,,,,,PC,,11.2016,0.006,293.389753,-45.891635,11.667,0.131,3.895,0.057,2458656.4569,.002,1.66241,0.00022,12.787899,,11709,,0.131,0.004,89.94,0,.01,.15,.102,.007,4.45,.07,17.94,2.13,,,,,,,.6,.1,,,,,,,,,,,420.716,10.5775,6152,131.436,4.09207,.0866233,1.61099,.0864422,2020-08-10 07:20:18,montalto,,29477,"new CTOI, Montalto et al. (2020)"
143924219,143924219.01,,,,,,,,PC,,8.3245,0.006,332.70319,-48.890693,13.212,0.052,-10.497,0.055,2458326.8171,,2.818056,,26.050945,,23708.2437837818,,2.43333333333333,,,,,,,,,,32.9343632599772,,,,,,,,,,,,,,,,,,,,146.485,.822,6412,127.707,3.9911,.0849677,1.90011,.0801985,2019-08-02 00:39:26,lipponen,,3787,"sector1"
143924219,143924219.02,,,,,,,,PC,,8.3245,0.006,332.70319,-48.890693,13.212,0.052,-10.497,0.055,2458328.2282,,2.815278,,1.822606,,1677.27433714794,,2.33333333333333,,,,,,,,,,8.75995006077052,,,,,,,,,,,,,,,,,,,,146.485,.822,6412,127.707,3.9911,.0849677,1.90011,.0801985,2019-08-02 00:39:26,lipponen,,3787,"sector1"
144000467,144000467.01,,,,,,,,PC,,8.2307,0.006,336.263647,-53.810946,74.244,0.046,-155.219,0.052,2458327.996,,8.883333,,119.19455,,103970.764554297,,5.36666666666667,,,,,,,,,,53.5084346352232,,,,,,,,,,,,,,,,,,,,91.0041,.2843,5701,124.074,4.10221,.0763619,1.48671,.073902,2019-06-22 00:19:17,lipponen,,3787,"sector1"
144000467,144000467.02,,,,,,,,PC,,8.2307,0.006,336.263647,-53.810946,74.244,0.046,-155.219,0.052,2458333.2946,,8.884028,,256.046049,,210082.782028952,,5,,,,,,,,,,76.0609695820994,,,,,,,,,,,,,,,,,,,,91.0041,.2843,5701,124.074,4.10221,.0763619,1.48671,.073902,2019-06-22 00:19:17,lipponen,,3787,"sector1"
144124187,144124187.01,,,,,,,,PC,,11.7622,0.007,175.879369,-7.296091,-0.528,0.07,-0.247,0.038,2458535.3268,.0013,15.7181,,9.839967,,9022,,0.145,0.008,89.54,.1,.29,.13,.088,.015,36.18,1.15,10.91,2.34,,,,,,,3.63,.84,,,,,,,,,,,413.22,6.3595,6394,125.48,4.43474,.0863178,1.13572,.0533442,2020-08-10 07:20:18,montalto,,29377,"new CTOI, Montalto et al. (2020)"
144164538,144164538.01,,,,,,,,PC,,13.6402,0.008,61.182318,-47.166159,16.026,0.043,33.279,0.062,2458382.2272,.0005,3.12849,0.00003,30.196711,,27429,,0.09,0.003,87,.66,.58,.07,.163,.003,11.18,.65,11.41,2.02,,,,,,,2.7,.76,,,,,,,,,,,208.89,1.096,3792,157,4.61689,.0118047,.641103,.0192441,2020-08-10 07:20:18,montalto,,29481,"new CTOI, Montalto et al. (2020)"
144284873,144284873.01,,,,,,,,PC,,10.6479,0.006,354.037556,-42.895695,5.222,0.04,-7.334,0.05,2458355.274,.0005,0.89305,0.00003,5.347369,,4913,,0.073,0.002,61.68,1.73,.95,.03,.083,.015,2.01,.1,16.07,3.58,,,,,,,.19,.06,,,,,,,,,,,378.876,5.126,6215,124.037,4.01927,.0858176,1.77414,.0803517,2020-08-10 07:20:18,montalto,,29340,"new CTOI, Montalto et al. (2020)"
144297844,144297844.01,,,,,,,,PC,,11.9522,0.007,178.890769,-10.029102,-8.435,0.066,-6.057,0.031,2458541.0538,.0091,3.49552,0.00204,1.764669,,1624,,0.057,0.009,87.47,.59,.68,.09,.039,.007,15.34,2.39,3.44,.81,,,,,,,5.58,5.31,,,,,,,,,,,236.363,1.9925,5356,125.487,4.59173,.0821666,.808,.0456206,2020-08-10 07:20:18,montalto,,29386,"new CTOI, Montalto et al. (2020)"
144317256,144317256.01,,,,,,,,PC,,11.2862,0.006,189.412102,-37.443302,-25.773,0.062,-3.113,0.099,2458570.2553,.0017,1.50492,0.00017,15.450872,,14130,,0.067,0.005,77.37,1.47,.96,.11,.143,.098,4.41,.48,22.7,16.73,,,,,,,.72,.27,,,,,,,,,,,388.608,9.303001,6085,129.505,4.16991,.0892506,1.45389,.0766331,2020-08-10 07:20:18,montalto,,29457,"new CTOI, Montalto et al. (2020)"
144462697,144462697.01,,,,,,,,PC,,11.8315,0.007,336.348372,-44.594208,10.398,0.046,4.152,0.048,2458325.663,,1.233333,,943.835612,,580757.062712736,,3.9,,,,,,,,,,112.245976915517,,,,,,,,,,,,,,,,,,,,794.568,21.7775,7337,155.572,4.20784,.0885738,1.67946,.0798995,2019-06-06 03:40:31,lipponen,,3787,"sector1"
