# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Oct 12 17:22:43 2020
#
# COLUMN toi:            TESS Object of Interest
# COLUMN tid:            TESS Input Catalog ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN st_pmra:        PMRA [mas/yr]
# COLUMN st_pmraerr1:    PMRA Upper Unc [mas/yr]
# COLUMN st_pmraerr2:    PMRA Lower Unc [mas/yr]
# COLUMN st_pmralim:     PMRA Limit Flag
# COLUMN st_pmdec:       PMDec [mas/yr]
# COLUMN st_pmdecerr1:   PMDec Upper Unc [mas/yr]
# COLUMN st_pmdecerr2:   PMDec Lower Unc [mas/yr]
# COLUMN st_pmdeclim:    PMDec Limit Flag
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_tranmiderr1: Planet Transit Midpoint Upper Unc [BJD]
# COLUMN pl_tranmiderr2: Planit Transit Midpoint Lower Unc [BJD]
# COLUMN pl_tranmidlim:  Planet Transit Midpoint Limit Flag
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_orbpererr1:  Planet Orbital Period Upper Unc [days]
# COLUMN pl_orbpererr2:  Planet Orbital Period Lower Unc [days]
# COLUMN pl_orbperlim:   Planet Orbital Period Limit Flag
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandurherr1: Planet Transit Duration Upper Unc [hours]
# COLUMN pl_trandurherr2: Planet Transit Duration Lower Unc [hours]
# COLUMN pl_trandurhlim: Planet Transit Duration Limit Flag
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_trandeperr1: Planet Transit Depth Upper Unc [ppm]
# COLUMN pl_trandeperr2: Planet Transit Depth Lower Unc [ppm]
# COLUMN pl_trandeplim:  Planet Transit Depth Limit Flag
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc [R_Earth]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc [R_Earth]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_insolerr1:   Planet Insolation Upper Unc [Earth flux]
# COLUMN pl_insolerr2:   Planet Insolation Lower Unc [Earth flux]
# COLUMN pl_insollim:    Planet Insolation Limit Flag
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_eqterr1:     Planet Equilibrium Temperature Upper Unc [K]
# COLUMN pl_eqterr2:     Planet Equilibrium Temperature Lower Unc [K]
# COLUMN pl_eqtlim:      Planet Equilibrium Temperature Limit Flag
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_tmagerr1:    TESS Magnitude Upper Unc
# COLUMN st_tmagerr2:    TESS Magnitude Lower Unc
# COLUMN st_tmaglim:     TESS Magnitude Limit Flag
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_disterr1:    Stellar Distance Upper Unc [pc]
# COLUMN st_disterr2:    Stellar Distance Lower Unc [pc]
# COLUMN st_distlim:     Stellar Distance Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_tefferr1:    Stellar Effective Termperature Upper Unc [K]
# COLUMN st_tefferr2:    Stellar Effecitve Temperature Lower Unc [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_loggerr1:    Stellar log(g) Upper Unc [cm/s**]
# COLUMN st_loggerr2:    Stellar log(g) Lower Unc [cm/s**2]
# COLUMN st_logglim:     Stellar log(g) Limit Flag
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN st_raderr1:     Stellar Radius Upper Unc [R_Sun]
# COLUMN st_raderr2:     Stellar Radius Lower Unc [R_Sun]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN toi_created:    TOI Created Date
# COLUMN rowupdate:      Date Modified
#
toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim,toi_created,rowupdate
1614.01,317397615,FP,23h19m11.12s,349.7963290,+75d01m04.31s,75.0178640,-5.4620000,0.045,0.045,0,-18.6390000,0.044,0.044,0,2458765.4080500,0.002850,0.002850,0,0.7437400,0.0000800,0.0000800,0,1.5710000,0.2600000,0.2600000,0,610.0000000,1.2215200,1.2215200,0,9.8811900,,,0,2623.7400000,,,,1993.0000000,,,,10.2351000,0.006,0.006,0,423.2720000,4.7200000,4.7200000,0,5182.0000000,122.0000000,122.0000000,0,,,,0,4.0400000,,,0,2019-12-19 20:58:22,2020-09-22 12:00:21
1615.01,317507345,FP,23h24m41.93s,351.1747180,+77d37m37.61s,77.6271130,12.5880000,0.054,0.054,0,2.7360000,0.047,0.047,0,2458794.7629390,0.000590,0.000590,0,3.9401800,0.0001600,0.0001600,0,1.9910000,0.0760000,0.0760000,0,15860.0000000,103.3219990,103.3219990,0,24.0533010,2.2537300,2.2537300,0,942.4299930,,,,1543.0000000,,,,9.6870800,0.006,0.006,0,260.4940000,2.1110000,2.1110000,0,7170.0000000,213.8000030,213.8000030,0,4.3100000,0.0800000,0.0800000,0,1.5200000,0.0900000,0.0900000,0,2019-12-19 20:58:22,2020-08-12 12:00:26
1616.01,322054600,,21h35m28.84s,323.8701700,+68d59m14.31s,68.9873070,-2.7870000,0.058,0.058,0,-13.2860000,0.049,0.049,0,2458764.7892100,0.002490,0.002490,0,1.3432300,0.0000800,0.0000800,0,0.7700000,0.2580000,0.2580000,0,710.0000000,7.1850700,7.1850700,0,4.7031200,0.4732360,0.4732360,0,844.6600000,,,,1501.0000000,,,,10.4505000,0.006,0.006,0,304.4080000,2.3795000,2.3795000,0,6713.0000000,189.7000000,189.7000000,0,4.2700000,0.0900000,0.0900000,0,1.4500000,0.0600000,0.0600000,0,2019-12-19 20:58:22,2020-10-07 16:00:03
1617.01,322202434,FP,21h41m18.01s,325.3250500,+68d48m25.93s,68.8072020,51.7990000,0.044,0.044,0,29.1500000,0.044,0.044,0,2458739.3180100,0.001393,0.001393,0,1.4014540,0.0000200,0.0000200,0,1.3629970,0.3296930,0.3296930,0,294.6168080,34.2474440,34.2474440,0,1.6469900,2.4091110,2.4091110,0,1255.2244770,,,,1518.0990180,,,,10.2505000,0.006,0.006,0,133.4960000,0.4335000,0.4335000,0,5521.0000000,182.2000000,182.2000000,0,4.4800000,0.0800000,0.0800000,0,0.9426190,0.0473290,0.0473290,0,2019-12-19 20:58:22,2020-09-23 10:00:01
1618.01,376838000,FP,22h43m38.32s,340.9096480,+69d05m30.94s,69.0919280,11.9370000,0.055,0.055,0,2.5250000,0.049,0.049,0,2458765.0596500,0.004500,0.004500,0,2.1679000,0.0003100,0.0003100,0,1.3900000,0.5510000,0.5510000,0,560.0000000,5.5069500,5.5069500,0,5.3284800,0.5747090,0.5747090,0,10508.5000000,,,,2820.0000000,,,,9.9272000,0.033,0.033,0,451.7960000,6.6100000,6.6100000,0,10596.0000000,671.7000000,671.7000000,0,4.2700000,0.0900000,0.0900000,0,2.0000000,0.1000000,0.1000000,0,2019-12-19 20:58:22,2020-06-23 12:00:28
1619.01,377144784,,22h49m46.54s,342.4439250,+68d15m03.86s,68.2510710,68.7600000,0.048,0.048,0,3.2440000,0.044,0.044,0,2458765.6944900,0.007630,0.007630,0,2.3872300,0.0006600,0.0006600,0,2.9740000,0.3360000,0.3360000,0,590.0000000,1.2382100,1.2382100,0,11.5000000,,,0,734.3470000,,,,1450.0000000,,,,10.0552000,0.006,0.006,0,396.2010000,4.0995000,4.0995000,0,5017.0000000,122.0000000,122.0000000,0,,,,0,4.7300000,,,0,2019-12-19 20:58:22,2020-05-20 16:00:02
162.01,99493790,FP,21h10m33.58s,317.6399080,-23d18m20.94s,-23.3058170,50.8630000,0.096,0.096,0,-19.9400000,0.061,0.061,0,2458332.9819340,0.000710,0.000710,0,7.7668600,0.0009400,0.0009400,0,3.2910000,0.0970000,0.0970000,0,24391.1992190,7.8300000,7.8300000,0,17.5086990,0.4188730,0.4188730,0,82.9216000,,,,840.0000000,,,,11.6834000,0.007,0.007,0,274.7330000,5.4500000,5.4500000,0,5404.7001950,43.0000000,43.0000000,0,4.4000000,2.0000000,2.0000000,0,1.0200000,0.0200000,0.0200000,0,2018-09-05 18:34:59,2019-12-17 10:00:02
1620.01,378291076,,23h52m51.27s,358.2136360,+61d21m36.94s,61.3602600,12.2900000,0.040,0.040,0,-14.4580000,0.032,0.032,0,2458764.9020600,0.009850,0.009850,0,1.5987800,0.0004900,0.0004900,0,2.1250000,0.5080000,0.5080000,0,310.0000000,1.2403100,1.2403100,0,2.5824400,0.2152140,0.2152140,0,2743.6200000,,,,2016.0000000,,,,9.5352300,0.006,0.006,0,207.5050000,1.0440000,1.0440000,0,6594.0000000,142.3000000,142.3000000,0,4.2300000,0.0900000,0.0900000,0,1.4900000,0.0700000,0.0700000,0,2019-12-19 20:58:22,2020-05-20 16:00:02
1621.01,387260717,,20h37m23.72s,309.3488240,+70d57m14.72s,70.9540880,10.5310000,0.071,0.071,0,-20.4180000,0.067,0.067,0,2458743.1838000,0.011840,0.011840,0,6.4505400,0.0016000,0.0016000,0,3.5380000,0.5260000,0.5260000,0,360.0000000,1.1419800,1.1419800,0,1.8644600,0.1399970,0.1399970,0,636.9860000,,,,1399.0000000,,,,9.9759500,0.006,0.006,0,161.0880000,0.7780000,0.7780000,0,7257.0000000,418.7000000,418.7000000,0,4.6400000,0.1100000,0.1100000,0,1.0200000,0.0400000,0.0400000,0,2019-12-19 20:58:22,2020-05-20 16:00:02
1622.01,388076005,FP,21h12m11.95s,318.0498040,+68d03m08.89s,68.0524700,54.2370000,0.038,0.038,0,29.0510000,0.044,0.044,0,2458955.8663610,0.004265,0.004265,0,1.7140190,0.0004700,0.0004700,0,5.2335870,0.2965800,0.2965800,0,1943.5043350,125.5490900,125.5490900,0,4.6068290,0.4439280,0.4439280,0,1384.3144740,,,,1555.7092700,,,,9.3943500,0.006,0.006,0,113.8450000,0.2910000,0.2910000,0,5932.2000000,71.4000000,71.4000000,0,4.4800000,0.0800000,0.0800000,0,1.0013700,0.0470350,0.0470350,0,2019-12-19 20:58:22,2020-10-07 16:00:03
1623.01,407394748,FP,00h21m40.96s,5.4206510,+77d52m48.26s,77.8800710,17.7000000,1.700,1.700,0,10.0000000,1.800,1.800,0,2458793.0358800,0.001110,0.001110,0,1.5045500,0.0000100,0.0000100,0,1.1050000,0.2180000,0.2180000,0,1140.0000000,1.4064500,1.4064500,0,6.6787900,,,0,2541.3900000,,,,,,,,9.5287000,0.006,0.006,0,280.3810000,,,0,7325.2000000,111.9000000,111.9000000,0,,,,0,1.7700000,,,0,2019-12-19 20:58:22,2020-07-28 16:00:03
1624.01,461387302,FP,00h12m05.23s,3.0217980,+66d39m01.88s,66.6505230,19.0500000,0.046,0.046,0,-8.5320000,0.045,0.045,0,2458765.9501800,0.010610,0.010610,0,5.8078300,0.0019500,0.0019500,0,4.9100000,0.8710000,0.8710000,0,560.0000000,1.1463500,1.1463500,0,3.0639900,0.2003740,0.2003740,0,1025.3600000,,,,1576.0000000,,,,10.2763000,0.006,0.006,0,234.4550000,1.5400000,1.5400000,0,6406.0000000,179.8000000,179.8000000,0,4.3400000,0.0900000,0.0900000,0,1.2700000,0.0600000,0.0600000,0,2019-12-19 20:58:22,2020-06-05 12:00:23
1625.01,470852531,,23h58m57.88s,359.7411710,+61d33m14.72s,61.5540890,37.5020000,0.052,0.052,0,-13.4080000,0.071,0.071,0,2458765.5340400,0.003940,0.003940,0,1.4944600,0.0002300,0.0002300,0,2.1140000,0.3670000,0.3670000,0,890.0000000,1.6014000,1.6014000,0,4.2136600,0.2724620,0.2724620,0,3024.1000000,,,,2065.0000000,,,,10.2918000,0.006,0.006,0,269.4760000,2.3625000,2.3625000,0,6587.0000000,163.9000000,163.9000000,0,4.2700000,0.0900000,0.0900000,0,1.4300000,0.0600000,0.0600000,0,2019-12-19 20:58:22,2020-05-20 16:00:02
1626.01,157586003,KP,18h37m02.99s,279.2624730,+40d01m07.29s,40.0186910,8.7790000,0.044,0.044,0,0.2500000,0.043,0.043,0,2459011.2661580,0.001221,0.001221,0,3.3326850,0.0002930,0.0002930,0,3.7250050,0.0885560,0.0885560,0,8500.6631350,163.5175200,163.5175200,0,16.5067170,0.8810240,0.8810240,0,1512.9574790,,,,1590.6565940,,,,12.0545000,0.007,0.007,0,610.1760000,8.8895000,8.8895000,0,5768.2000000,140.0000000,140.0000000,0,4.0000000,0.0700000,0.0700000,0,1.6948300,0.0842760,0.0842760,0,2020-01-14 19:29:36,2020-08-12 16:00:01
1627.01,424435940,KP,18h18m48.3s,274.7012530,+45d10m19.99s,45.1722190,32.5800000,0.040,0.040,0,47.1400000,0.043,0.043,0,2458986.9819020,0.000409,0.000409,0,5.0171300,0.0000770,0.0000770,0,3.6977420,0.0301860,0.0301860,0,14203.9135530,106.1822500,106.1822500,0,13.4728000,0.6201530,0.6201530,0,404.7202400,,,,1143.9537870,,,,11.2311000,0.007,0.007,0,290.4040000,1.8190000,1.8190000,0,5930.0000000,435.4000000,435.4000000,0,4.4000000,0.0800000,0.0800000,0,1.1001300,0.0500400,0.0500400,0,2020-01-14 19:29:36,2020-09-11 16:00:01
1628.01,284475976,KP,19h24m38.97s,291.1623860,+55d28m22.9s,55.4730270,6.1410000,0.039,0.039,0,-27.9690000,0.041,0.041,0,2458929.4200360,0.000362,0.000362,0,2.1436280,0.0000110,0.0000110,0,3.1224680,0.0293830,0.0293830,0,9619.6318940,72.7574700,72.7574700,0,18.3744380,0.9757480,0.9757480,0,3410.2787330,,,,1949.0241430,,,,11.1541000,0.007,0.007,0,454.1440000,4.4230000,4.4230000,0,6148.0000000,140.8000000,140.8000000,0,4.0100000,0.0800000,0.0800000,0,1.7706100,0.0931860,0.0931860,0,2020-01-14 19:29:36,2020-09-23 10:00:01
1629.01,310003988,KP,14h59m29.49s,224.8728590,+46d57m36.36s,46.9601000,5.3230000,0.038,0.038,0,-7.8510000,0.047,0.047,0,2458932.2066000,0.000659,0.000659,0,4.5421680,0.0001000,0.0001000,0,4.2419640,0.0494110,0.0494110,0,9240.6629720,107.1903000,107.1903000,0,17.1742920,0.9146170,0.9146170,0,1096.8596470,,,,1467.7683360,,,,11.1910000,0.007,0.007,0,435.1560000,4.3895000,4.3895000,0,5939.3000000,133.1000000,133.1000000,0,4.0000000,0.0800000,0.0800000,0,1.7282900,0.0898940,0.0898940,0,2020-01-14 19:29:36,2020-09-23 10:00:01
163.01,179317684,CP,05h19m04.38s,79.7682530,-71d53m43.9s,-71.8955270,7.1400000,0.067,0.067,0,16.3740000,0.078,0.078,0,2459039.7107260,0.000758,0.000758,0,4.2310940,0.0003080,0.0003080,0,4.3319920,0.0680310,0.0680310,0,7217.0263840,111.0390600,111.0390600,0,14.5000250,0.7214170,0.7214170,0,1489.1234960,,,,1584.3547440,,,,10.8719000,0.006,0.006,0,411.7190000,8.0100000,8.0100000,0,6671.0000000,130.6000000,130.6000000,0,4.1400000,0.0900000,0.0900000,0,1.6640200,0.0781060,0.0781060,0,2018-09-05 18:34:59,2020-10-05 19:46:26
1630.01,317597583,,23h28m04s,352.0166760,+75d33m09.39s,75.5526070,-5.2470000,0.048,0.048,0,-34.3790000,0.039,0.039,0,2458773.8748830,0.001305,0.001305,0,12.0556260,0.0001070,0.0001070,0,2.0241940,0.3417060,0.3417060,0,807.3862870,50.5664560,50.5664560,0,2.3856410,1.5067720,1.5067720,0,52.4234690,,,,686.2797580,,,,8.9943000,0.006,0.006,0,66.0929000,0.1289500,0.1289500,0,5504.0000000,129.9000000,129.9000000,0,4.5800000,0.0800000,0.0800000,0,0.8312120,0.0421160,0.0421160,0,2020-01-14 19:46:38,2020-09-23 10:00:01
1631.01,29054413,,03h23m39.95s,50.9164510,+25d02m52.57s,25.0479350,19.7640000,0.085,0.085,0,-31.7740000,0.057,0.057,0,2458795.5024410,0.002248,0.002248,0,7.6260950,0.0016140,0.0016140,0,1.2894920,0.8229310,0.8229310,0,1491.8245850,262.5660710,262.5660710,0,3.6779970,6.8683840,6.8683840,0,129.4418030,,,,860.2771610,,,,10.4289000,0.006,0.006,0,140.0650000,0.8900000,0.8900000,0,5473.0000000,148.9259950,148.9259950,0,4.4648800,0.0803520,0.0803520,0,0.9490220,0.0504500,0.0504500,0,2020-01-14 19:46:38,2020-01-15 12:00:18
1632.01,51024887,,02h48m37.25s,42.1551880,+62d11m21.34s,62.1892600,112.9450000,0.128,0.128,0,-104.3480000,0.161,0.161,0,2458797.3449710,0.004051,0.004051,0,8.2491870,0.0032000,0.0032000,0,4.9807850,0.3442090,0.3442090,0,117724.0312500,11101.4980470,11101.4980470,0,8.0476980,35.7530820,35.7530820,0,1.1552600,,,,264.4172060,,,,14.9885000,0.011,0.011,0,41.5305000,0.1576500,0.1576500,0,2990.0000000,158.0000000,158.0000000,0,5.1358100,0.0381300,0.0381300,0,0.1650660,0.0050240,0.0050240,0,2020-01-14 19:46:38,2020-01-15 12:00:18
1633.01,165551882,,17h47m04.16s,266.7673310,+57d13m35.98s,57.2266620,135.1630000,0.060,0.060,0,441.5780000,0.062,0.062,0,2458798.1042480,0.004239,0.004239,0,12.1582800,0.0058050,0.0058050,0,2.1406840,0.7304910,0.7304910,0,3430.7763670,515.4543460,515.4543460,0,1.9160280,1.0555830,1.0555830,0,2.6741520,,,,326.1491700,,,,12.5441000,0.007,0.007,0,48.0490000,0.0632500,0.0632500,0,3429.0000000,157.0000000,157.0000000,0,4.9009200,0.0032130,0.0032130,0,0.3232000,0.0095430,0.0095430,0,2020-01-14 19:46:38,2020-06-04 12:00:23
1634.01,201186294,,03h45m33.75s,56.3906100,+37d06m44.21s,37.1122800,81.6430000,0.081,0.081,0,13.4860000,0.058,0.058,0,2458791.5150150,0.001337,0.001337,0,0.9893300,0.0001060,0.0001060,0,1.0357610,0.3979620,0.3979620,0,1519.6695560,132.8973390,132.8973390,0,1.8303850,1.7299400,1.7299400,0,122.2150270,,,,848.0098880,,,,11.0136000,0.007,0.007,0,35.2736000,0.0526500,0.0526500,0,3455.0000000,157.0000000,157.0000000,0,4.7679800,0.0065400,0.0065400,0,0.4652580,0.0136290,0.0136290,0,2020-01-14 19:46:38,2020-03-25 12:00:24
1635.01,230086768,FP,16h26m29.78s,246.6240720,+66d08m39.21s,66.1442240,-48.0990000,0.056,0.056,0,141.6040000,0.061,0.061,0,2458736.1305490,0.000490,0.000490,0,34.9272720,0.0003480,0.0003480,0,2.7024520,0.0345800,0.0345800,0,108977.5862830,2101.3462000,2101.3462000,0,14.0292150,0.5962150,0.5962150,0,0.8171150,,,,242.4881460,,,,13.4447000,0.007,0.007,0,89.6716000,0.2663500,0.2663500,0,3496.0000000,63.0000000,63.0000000,0,4.9000000,,,0,0.3891990,0.0116130,0.0116130,0,2020-01-14 19:46:38,2020-10-07 16:00:03
1636.01,269892793,,02h57m10.31s,44.2929510,+33d18m45.57s,33.3126570,23.7990000,0.240,0.240,0,-7.3950000,0.214,0.214,0,2458792.1354980,0.000307,0.000307,0,1.7729880,0.0000420,0.0000420,0,1.8320890,0.0262470,0.0262470,0,27287.6679690,264.0039370,264.0039370,0,18.9843790,9.0643060,9.0643060,0,317.7644040,,,,1076.8272710,,,,11.9056000,0.006,0.006,0,152.9830000,3.3105000,3.3105000,0,4769.0000000,128.6269990,128.6269990,0,4.6484500,0.0974700,0.0974700,0,0.6878410,0.0515130,0.0515130,0,2020-01-14 19:46:38,2020-03-25 12:00:24
1637.01,286355915,FP,02h31m34.38s,37.8932410,+34d22m08.13s,34.3689250,-3.8140000,0.091,0.091,0,2.1290000,0.081,0.081,0,2458793.1156010,0.000539,0.000539,0,4.0767570,0.0001710,0.0001710,0,4.3656850,0.0404290,0.0404290,0,10466.9521480,108.8538440,108.8538440,0,17.4288120,0.7795260,0.7795260,0,1443.0535890,,,,1571.9559330,,,,10.6479000,0.009,0.009,0,374.4420000,6.2760000,6.2760000,0,6531.4399410,109.7030030,109.7030030,0,4.1371100,0.0874490,0.0874490,0,1.6430200,0.0721880,0.0721880,0,2020-01-14 19:46:38,2020-03-04 12:58:47
1638.01,312862941,,01h01m17.17s,15.3215450,+55d41m52.84s,55.6980100,-28.0630000,0.034,0.034,0,14.6030000,0.038,0.038,0,2458791.1463620,0.001125,0.001125,0,0.9150940,0.0000790,0.0000790,0,0.7630290,0.1075190,0.1075190,0,5491.8315430,448.7980650,448.7980650,0,8.6371660,21.6355020,21.6355020,0,357.9317320,,,,1109.3531490,,,,12.1312000,0.007,0.007,0,126.2830000,0.4825000,0.4825000,0,3810.0000000,157.0000000,157.0000000,0,4.5687500,0.0122910,0.0122910,0,0.7012370,0.0205530,0.0205530,0,2020-01-14 19:46:38,2020-09-22 12:00:21
1639.01,348673213,,02h23m13.76s,35.8073220,+56d34m12.05s,56.5700140,20.8930000,0.046,0.046,0,-34.8830000,0.056,0.056,0,2458791.4680180,0.002783,0.002783,0,0.9014650,0.0001920,0.0001920,0,2.5562160,0.3825850,0.3825850,0,3156.5659180,241.3593600,241.3593600,0,3.4348130,0.9978430,0.9978430,0,325.5470280,,,,1083.3609620,,,,12.9740000,0.007,0.007,0,153.9860000,0.6375000,0.6375000,0,3896.0000000,157.0000000,157.0000000,0,4.6419200,0.0112230,0.0112230,0,0.6110230,0.0183220,0.0183220,0,2020-01-14 19:46:38,2020-01-15 12:00:18
164.01,79395355,FP,21h20m13.03s,320.0542920,-51d18m35.9s,-51.3099720,18.0300000,0.053,0.053,0,-14.7040000,0.064,0.064,0,2458328.3372800,0.003770,0.003770,0,7.3189800,0.0022400,0.0022400,0,3.7710000,0.8860000,0.8860000,0,3809.3000490,10.2000000,10.2000000,0,8.7967300,0.5123700,0.5123700,0,468.7179870,,,,1296.0000000,,,,11.4070000,0.006,0.006,0,360.1310000,4.6130000,4.6130000,0,5926.0000000,79.5000000,79.5000000,0,4.2700000,2.0100000,2.0100000,0,1.3000000,0.0300000,0.0300000,0,2018-09-05 18:34:59,2019-12-17 10:00:02
1640.01,396562848,,02h57m21.33s,44.3388740,+76d33m05.06s,76.5514050,691.0360000,0.051,0.051,0,-399.6850000,0.052,0.052,0,2458792.6037190,0.000376,0.000376,0,1.9495210,0.0000070,0.0000070,0,0.6758370,0.1564970,0.1564970,0,2184.5045850,111.1436160,111.1436160,0,1.2571620,0.4658000,0.4658000,0,23.3725080,,,,560.7846030,,,,11.0548000,0.007,0.007,0,18.2276000,0.0110000,0.0110000,0,3414.0000000,157.0000000,157.0000000,0,4.9729200,0.0116280,0.0116280,0,0.2601870,0.0078430,0.0078430,0,2020-01-14 19:46:38,2020-09-28 12:00:24
1641.01,422923265,,02h40m58.94s,40.2455880,+42d52m16.49s,42.8712480,2.1180000,0.250,0.250,0,-6.4610000,0.238,0.238,0,2458791.7872310,0.001256,0.001256,0,1.8649890,0.0001810,0.0001810,0,1.0085160,0.2110270,0.2110270,0,1159.4300540,98.7403180,98.7403180,0,12.5381290,2.9639730,2.9639730,0,60795.0117190,,,,4004.8544920,,,,9.6160000,0.007,0.007,0,769.1380000,112.9280000,112.9280000,0,9898.0000000,151.4360050,151.4360050,0,3.7784600,0.1435630,0.1435630,0,3.3990900,0.5205220,0.5205220,0,2020-01-14 19:46:38,2020-01-15 12:00:18
1642.01,229940491,,19h12m11.88s,288.0495190,+63d39m25.42s,63.6570610,6.0870000,0.057,0.057,0,22.0750000,0.049,0.049,0,2458699.0594310,0.001480,0.001480,0,37.4594260,0.0003000,0.0003000,0,2.9610010,0.0952710,0.0952710,0,6334.3788900,192.5848100,192.5848100,0,17.7826380,7.1542370,7.1542370,0,44.2922040,,,,657.9631500,,,,11.1169000,0.006,0.006,0,338.9480000,3.4525000,3.4525000,0,5730.0000000,122.9690000,122.9690000,0,4.0981700,0.0779370,0.0779370,0,1.4958500,0.0727440,0.0727440,0,2020-01-24 23:03:08,2020-09-23 16:00:02
1643.01,298647682,,18h09m03.42s,272.2642410,+53d13m03.82s,53.2177290,-50.7330000,0.051,0.051,0,22.1530000,0.046,0.046,0,2458691.5078740,0.000836,0.000836,0,20.0787130,0.0000850,0.0000850,0,1.1831210,0.1577780,0.1577780,0,1080.3709520,57.2426720,57.2426720,0,2.5216510,1.6384460,1.6384460,0,15.8602850,,,,508.9762220,,,,8.6628000,0.006,0.006,0,40.6988000,0.0393500,0.0393500,0,4763.0000000,130.9680000,130.9680000,0,4.5430600,0.0944380,0.0944380,0,0.7775840,0.0571430,0.0571430,0,2020-01-24 23:03:08,2020-09-28 12:00:24
1644.01,22843856,FP,02h36m01.57s,39.0065220,+25d35m18.46s,25.5884610,4.7000000,2.100,2.100,0,-17.0000000,2.100,2.100,0,2458790.9802250,0.000451,0.000451,0,1.8497540,0.0000590,0.0000590,0,2.1452340,0.0341970,0.0341970,0,6568.2939450,99.3840640,99.3840640,0,14.9251650,2.8981530,2.8981530,0,1555.7269290,,,,1601.7808840,,,,9.8203000,0.006,0.006,0,163.4900000,,,0,6019.0000000,,,0,4.4380000,,,0,1.2359900,,,0,2020-01-24 23:33:41,2020-03-04 12:58:47
1645.01,184679932,FP,02h09m10.59s,32.2941120,+40d24m06.99s,40.4019420,20.3640000,0.071,0.071,0,-14.7440000,0.081,0.081,0,2458791.4255370,0.000115,0.000115,0,2.1721420,0.0000190,0.0000190,0,2.7480820,0.0083880,0.0083880,0,17864.5527340,76.0445400,76.0445400,0,18.0850350,0.8086400,0.8086400,0,1872.5289310,,,,1677.7485350,,,,9.2531900,0.006,0.006,0,146.6530000,0.8685000,0.8685000,0,6198.0000000,125.7620010,125.7620010,0,4.2791200,0.0816490,0.0816490,0,1.3093700,0.0584170,0.0584170,0,2020-01-24 23:33:41,2020-03-04 12:58:47
1646.01,387527558,FA,20h49m18.5s,312.3270800,+70d47m47.77s,70.7966040,33.3230000,0.049,0.049,0,58.2200000,0.056,0.056,0,2458794.1033940,0.001882,0.001882,0,3.6239090,0.0027480,0.0027480,0,2.6568010,0.1899660,0.1899660,0,26979.8203120,2005.4560550,2005.4560550,0,6.9347140,0.4686080,0.4686080,0,4.6168390,,,,373.8573610,,,,13.0367000,0.007,0.007,0,82.1294000,0.2016500,0.2016500,0,3514.0000000,157.0000000,157.0000000,0,4.8137700,0.0042380,0.0042380,0,0.4141010,0.0123310,0.0123310,0,2020-01-24 23:33:41,2020-07-24 12:00:35
